course_code,name,courseries,term,course_major,course_type,course_level,teaching_type,grading_type,credit,hours,hours_per_week,campus,start_week,end_week,teachers,description,description_eng,teaching_material,reference_material,student_requirements,homepage
UFUG 1303,Honors Chemistry II,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"CAO, Bei;YUAN, Rongfeng;ZHOU, Teng;CAO, Bei;YUAN, Rongfeng;ZHOU, Teng;CAO, Bei;YUAN, Rongfeng;ZHOU, Teng;CAO, Bei;YUAN, Rongfeng;ZHOU, Teng;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan;CAO, Bei;ZHANG, Yunjuan","This course is designed for students who have taken Honors Chemistry I and want to continue to expand their chemistry knowledge. It will cover topics related to chemical kinetics and equilibrium, acids and bases, acid-base equilibria, solubility and complex ion equilibria, entropy and free energy, electrochemistry, representative elements and their chemistries, transition metals and coordination chemistry, organic molecules and organic reactions.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
UFUG 1401,General Biology I,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"LIANG, Zhuoyi;LIN, Qiaojin;LIANG, Zhuoyi;LIN, Qiaojin;LIANG, Zhuoyi;LIN, Qiaojin;LIANG, Zhuoyi;LIN, Qiaojin;LIANG, Zhuoyi;LIN, Qiaojin;LIANG, Zhuoyi;LIN, Qiaojin;LIANG, Zhuoyi;LIN, Qiaojin;ZHANG, Qi;LIANG, Zhuoyi;LIN, Qiaojin;ZHANG, Qi;LIANG, Zhuoyi;LIN, Qiaojin;ZHANG, Qi;LIANG, Zhuoyi;LIN, Qiaojin;ZHANG, Qi;LIANG, Zhuoyi;LIN, Qiaojin;ZHANG, Qi;LIANG, Zhuoyi;LIN, Qiaojin;ZHANG, Qi;LIANG, Zhuoyi;LIN, Qiaojin;ZHANG, Qi;LIANG, Zhuoyi;LIN, Qiaojin;ZHANG, Qi;LIANG, Zhuoyi;LIN, Qiaojin;ZHANG, Qi","General Biology I is designed for students interested in understanding life processes and scientific discoveries shaping our knowledge of the natural world. It provides students with an overview of life science: basic characteristics of life, cell biology, essential concepts of genetics, evolution and ecosystems. The course consists of interactive lectures and hands-on lab activities. A special-topic seminar on biological intelligence will also be covered.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
UFUG 1403,Introduction to Biotechnology,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"XU, JUNYU;XU, JUNYU;ZHANG, Qi;XU, JUNYU;ZHANG, Qi;XU, JUNYU;ZHANG, Qi;XU, JUNYU;ZHANG, Qi;XU, JUNYU;ZHANG, Qi","Advancement in science has enabled scientists to modify biological systems for specific purposes. Many of these technologies have been used to improve our daily life and this area of study is commonly referred to as biotechnology. This course is designed to introduce some of the major subjects in this field including the history of biotechnology, ethics in genetic modification and use of animals in experimental studies, molecular foundation of biotechnology, animal biotechnology, plant and agricultural biotechnology, and health-care applications. You will learn how different aspects of biotechnology affect our daily life and have impact on the society.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
UFUG 1501,General Physics I,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"CHU, Xiakun;CHU, Xiakun;CHU, Xiakun;ZHONG, Bingzhuo;ZHONG, Bingzhuo;ZHONG, Bingzhuo;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao","General Physics I is designed for students who are interested in science and technology. The course is delivered based on an algebra-based approach, and it incorporates conceptual understandings and mathematical problem-solving skills. Key topics covered by General Physics I are divided into three modules. The first module covers the fundamentals of mechanics, including motion in one and two dimensions, Newton's Laws, and rotational kinematics and dynamics, etc. The second module covers energy and oscillations, including work, energy conservation, momentum conservation, oscillations, fluids, and waves, etc. The third module covers thermodynamics,including the laws of thermodynamics and ideal gases, etc.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
UFUG 1503,Honors General Physics I,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"ZI, Yunlong;ZI, Yunlong;ZI, Yunlong;LIN, Yuanbao;LIN, Yuanbao;LIN, Yuanbao;WU, Xiaoxiao;WU, Xiaoxiao;WU, Xiaoxiao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao;PAN, Zehao","This is a calculus-based general physics course covering topics in mechanics and thermodynamics, providing solid foundations for students to pursuit deep understandings and methods. This course will be divided into three modules: Module 1 covers fundaments of mechanics including motion, Newtonâs laws, momentum conservation, rotation; Module 2 covers work and energy, energy conservation, oscillations, and waves; Module 3 covers laws of thermodynamics, kinetic theory. Understanding calculus is a preliminary to enroll in this course. This is the in-depth version of course UFUG 1501 General Physics I.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
UFUG 1811,Quantitative Data Analysis for Social Research,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"LI, Chaosu;LI, Chaosu","The goal of this course is to introduce students to data analysis methods and procedures commonly used in social sciences. During the course, students will acquire practical skills to be able to gather, generate, visualize and analyze quantitative data in social science research.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
UFUG 2104,Applied Statistics,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"ZHANG, Xuning;ZHANG, Xuning;YU, Jiadong;ZHANG, Xuning;ZHANG, Xuning;YU, Jiadong","This course covers the basic concepts of Statistics and Probability Theory, gives a systematic introduction to Statistical Inference, Test Statistic, Regression, and Bayesian Statistics, and deepens the understanding of these theories and techniques through practical applications.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
UFUG 2106,Discrete Mathematics,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"CHU, Xiaowen;DING, Zishuo;HE, Xinlei;CHU, Xiaowen;DING, Zishuo;HE, Xinlei;CHU, Xiaowen;DING, Zishuo;HE, Xinlei","This course examines applied and theoretical mathematical implications of the mathematical concepts. These include elementary logic and set theory, functions, direct proof techniques, contradiction and contraposition, mathematical induction and recursion, elementary combinatorics, basic graph theory, minimal spanning trees, and so on. It also expands and explores symbolic, numerical, and graphical representations of mathematical concepts. Emphasis will be put on solving problems symbolically, numerically, and graphically and understanding the connections among these methods in interpreting and analyzing results. Instructor's approval is required for enrollment.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
UFUG 2601,C++ Programming,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,4,39,3,GZ,1,13,"WEN, Zeyi;KUTSCHER, Dirk;WEN, Zeyi;KUTSCHER, Dirk","This course covers programming and data structures using C++. In addition to basic programming concepts such as variables, arrays, pointers, and functions, students will learn about the standard data structures in C++, such as vectors, sets, maps, and queues. This course will also introduce the basics of object-oriented programming and some useful algorithms in the standard C++ libraries. Weekly laboratory experiments will provide hands-on experiences in programming.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
UFUG 2602,Data Structure and Algorithm Design,UFUG,2024-1,UFUG,UFUG,Graduate,Regular,Letter Grade,3,39,3,GZ,1,13,"LU, Shangqi;LI, Jia;LU, Shangqi;LI, Jia;LU, Shangqi;LI, Jia","This course introduces common data structures and algorithms. Data structures include arrays and matrices, linked lists, stacks, priority queues, hash tables, trees, and graphs. Algorithms include sorting, hashing, searching, greedy methods, divide-and-conquer, dynamic programming, and branch-and-bound. Students will learn Python implementations of these data structures and algorithms, and solve programming problems with learned techniques.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/UFUG
PDEV 6770K,Professional Development for Research Postgraduate Students,PDEV,2024-1,PDEV,PDEV,Graduate,Regular,Letter Grade,1,1,1,GZ,1,13,,"This course aims at equipping research postgraduate students with transferrable skills conducive to their professional development. Students are required to attend 3 hours of mandatory training on Professional Conduct, and complete 12 hours of workshops, at their own choice, under the themes of Communication Skills, Research Competency, Entrepreneurship, SelfâManagement, and Career Development. Graded PP, P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/PDEV
PDEV 6770L,Professional Development for Research Postgraduate Students,PDEV,2024-1,PDEV,PDEV,Graduate,Regular,Letter Grade,1,1,1,GZ,1,13,,"This course aims at equipping research postgraduate students with transferrable skills conducive to their professional development. Students are required to attend 3 hours of mandatory training on Professional Conduct, and complete 12 hours of workshops, at their own choice, under the themes of Communication Skills, Research Competency, Entrepreneurship, SelfâManagement, and Career Development. Graded PP, P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/PDEV
PDEV 6770M,Professional Development for Research Postgraduate Students,PDEV,2024-1,PDEV,PDEV,Graduate,Regular,Letter Grade,1,1,1,GZ,1,13,,"This course aims at equipping research postgraduate students with transferrable skills conducive to their professional development. Students are required to attend 3 hours of mandatory training on Professional Conduct, and complete 12 hours of workshops, at their own choice, under the themes of Communication Skills, Research Competency, Entrepreneurship, SelfâManagement, and Career Development. Graded PP, P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/PDEV
PDEV 6770N,Professional Development for Research Postgraduate Students,PDEV,2024-1,PDEV,PDEV,Graduate,Regular,Letter Grade,1,1,1,GZ,1,13,,"This course aims at equipping research postgraduate students with transferrable skills conducive to their professional development. Students are required to attend 3 hours of mandatory training on Professional Conduct, and complete 12 hours of workshops, at their own choice, under the themes of Communication Skills, Research Competency, Entrepreneurship, SelfâManagement, and Career Development. Graded PP, P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/PDEV
PDEV 6770S,Professional Development for Research Postgraduate Students,PDEV,2024-1,PDEV,PDEV,Graduate,Regular,Letter Grade,1,1,1,GZ,1,13,,"This course aims at equipping research postgraduate students with transferrable skills conducive to their professional development. Students are required to attend 3 hours of mandatory training on Professional Conduct, and complete 12 hours of workshops, at their own choice, under the themes of Communication Skills, Research Competency, Entrepreneurship, SelfâManagement, and Career Development. Graded PP, P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/PDEV
PDEV 6800K,Introduction to Teaching and Learning in Higher Education,PDEV,2024-1,PDEV,PDEV,Graduate,Regular,Letter Grade,0,39,3,GZ,1,13,,"The course is designed to strengthen studentsâ competence in teaching. It comprises 2 parts: Part 1 aims to equip all full-time research postgraduate (RPg) students with basic teaching skills before assuming teaching assistant duties for the department. Good teaching skills can be acquired through learning and practice.Â  This 10-hour mandatory training course provides all graduate teaching assistants (GTA) with the necessary theoretical knowledge with practical opportunities to apply and build up their knowledge, skills and confidence in taking up their teaching duties. At the end of the course, GTAs should be able to (1) facilitate teaching in tutorials and laboratory settings; (2) provide meaningful feedback to their students; and (3) design an active learning environment to engage their students. In Part 2, students are required to perform instructional delivery assigned by their respective departments to complete this course. MPhil students are required to give at least one 30-minute session of instructional delivery in front of a group of students for one term. PhD students are required to give at least one such session each in two different terms. Graded PP, P or F.",,,,,https://w5.hkust-gz.edu.cn/wcq/cgi-bin/2430/subject/PDEV
